tweet_id,timestamp,source_x,text,expanded_urls,rating_numerator,rating_denominator,name,stage,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count,created_at,source_y,retweeted_status,url
888804989199671297,2017-07-22 16:56:37 +0000,Twitter for Iphone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,0.46976,True,labrador_retriever,0.184172,True,english_setter,0.0734817,True,22815,3601,Sat Jul 22 16:56:37 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/L5cCoR2huQ
888554962724278272,2017-07-22 00:23:06 +0000,Twitter for Iphone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,siberian_husky,0.700377,True,eskimo_dog,0.166511,True,malamute,0.111411,True,17602,2923,Sat Jul 22 00:23:06 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/YnYAFCTTiK
888078434458587136,2017-07-20 16:49:33 +0000,Twitter for Iphone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,french_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,19439,2949,Thu Jul 20 16:49:33 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/UibDBnVpvR
887705289381826560,2017-07-19 16:06:48 +0000,Twitter for Iphone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,0.821664,True,redbone,0.0875815,True,weimaraner,0.0262364,True,27017,4598,Wed Jul 19 16:06:48 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/m7BR4JgDrZ
887473957103951883,2017-07-19 00:47:34 +0000,Twitter for Iphone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,pembroke,0.809197,True,rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,61112,15253,Wed Jul 19 00:47:34 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/cLyzpcUcMX
886736880519319552,2017-07-16 23:58:41 +0000,Twitter for Iphone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,True,great_pyrenees,0.186136,True,dandie_dinmont,0.0863463,True,10646,2683,Sun Jul 16 23:58:41 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/RipKYZ0T1u
886366144734445568,2017-07-15 23:25:31 +0000,Twitter for Iphone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,french_bulldog,0.999201,True,chihuahua,0.000361178,True,boston_bull,7.55616e-05,True,18841,2679,Sat Jul 15 23:25:31 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/iIu3AF8IWH
885984800019947520,2017-07-14 22:10:11 +0000,Twitter for Iphone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,blenheim_spaniel,0.972494,True,shih-tzu,0.00663012,True,bernese_mountain_dog,0.00623915,True,29041,5706,Fri Jul 14 22:10:11 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/lWeeGBBXmE
885528943205470208,2017-07-13 15:58:47 +0000,Twitter for Iphone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,True,labrador_retriever,0.265835,True,kuvasz,0.134697,True,32062,5423,Thu Jul 13 15:58:47 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/tp1kQ8i9JF
884925521741709313,2017-07-12 00:01:00 +0000,Twitter for Iphone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,italian_greyhound,0.259916,True,american_staffordshire_terrier,0.198451,True,staffordshire_bullterrier,0.127725,True,68356,15266,Wed Jul 12 00:01:00 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/MYJvdlNRVa
884876753390489601,2017-07-11 20:47:12 +0000,Twitter for Iphone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,True,norwich_terrier,0.106075,True,norfolk_terrier,0.0373485,True,24778,4731,Tue Jul 11 20:47:12 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/DbNzLkDIxh
884562892145688576,2017-07-11 00:00:02 +0000,Twitter for Iphone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,True,french_bulldog,0.404291,True,brabancon_griffon,0.0440019,True,21654,3973,Tue Jul 11 00:00:02 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/1r4MFCbCX5
884162670584377345,2017-07-09 21:29:42 +0000,Twitter for Iphone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,german_shepherd,0.707046,True,malinois,0.199396,True,norwegian_elkhound,0.0491476,True,18208,2531,Sun Jul 09 21:29:42 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/KcQj5mNR4m
883838122936631299,2017-07-09 00:00:04 +0000,Twitter for Iphone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,19489,2906,Sun Jul 09 00:00:04 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/zrf7IQnlHI
883482846933004288,2017-07-08 00:28:19 +0000,Twitter for Iphone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,0.943082,True,labrador_retriever,0.032409,True,kuvasz,0.00550072,True,40837,8388,Sat Jul 08 00:28:19 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/qjrljjt948
883360690899218434,2017-07-07 16:22:55 +0000,Twitter for Iphone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,True,tibetan_mastiff,0.00709872,True,newfoundland,0.00214033,True,20244,3126,Fri Jul 07 16:22:55 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/vAdjP5ANuJ
882762694511734784,2017-07-06 00:46:41 +0000,Twitter for Iphone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,labrador_retriever,0.85005,True,chesapeake_bay_retriever,0.074257,True,flat-coated_retriever,0.0155793999999999,True,25168,4154,Thu Jul 06 00:46:41 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/D43I96SlVu
882627270321602560,2017-07-05 15:48:34 +0000,Twitter for Iphone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,pembroke,0.542982,True,chihuahua,0.251988,True,cardigan,0.107699,True,24992,5151,Wed Jul 05 15:48:34 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/KoU1kxPBcn
882268110199369728,2017-07-04 16:01:23 +0000,Twitter for Iphone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,0.762211,True,labrador_retriever,0.0989848999999999,True,cocker_spaniel,0.0171995,True,39780,9816,Tue Jul 04 16:01:23 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/fYP5RlutfA
881666595344535552,2017-07-03 00:11:11 +0000,Twitter for Iphone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,saluki,0.529012,True,afghan_hound,0.250003,True,golden_retriever,0.160739,True,45242,9092,Mon Jul 03 00:11:11 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/7CSWCl8I6s
880465832366813184,2017-06-29 16:39:47 +0000,Twitter for Iphone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,0.913255,True,labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,25385,5295,Thu Jun 29 16:39:47 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/4VsFysDmiw
879862464715927552,2017-06-28 00:42:13 +0000,Twitter for Iphone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,20008,2969,Wed Jun 28 00:42:13 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/Qh5aEkRQm9
879415818425184262,2017-06-26 19:07:24 +0000,Twitter for Iphone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,english_springer,0.383404,True,boston_bull,0.134967,True,cardigan,0.110481,True,94265,38058,Mon Jun 26 19:07:24 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/UDT7ZkcTgY
879008229531029506,2017-06-25 16:07:47 +0000,Twitter for Iphone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,american_staffordshire_terrier,0.0087113,True,17044,2284,Sun Jun 25 16:07:47 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/YDtpCjIPKN
878776093423087618,2017-06-25 00:45:22 +0000,Twitter for Iphone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,italian_greyhound,0.734684,True,whippet,0.1504869999999999,True,ibizan_hound,0.0397246,True,17397,3497,Sun Jun 25 00:45:22 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/0Uxl9Gq7hN
878281511006478336,2017-06-23 16:00:04 +0000,Twitter for Iphone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,0.32042,True,collie,0.215975,True,appenzeller,0.1285069999999999,True,6901,1088,Fri Jun 23 16:00:04 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/5HuiInQveF
878057613040115712,2017-06-23 01:10:23 +0000,Twitter for Iphone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,french_bulldog,0.839097,True,boston_bull,0.0787993999999999,True,toy_terrier,0.0152433999999999,True,37694,5822,Fri Jun 23 01:10:23 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/cwtWnHMVpe
877736472329191424,2017-06-22 03:54:17 +0000,Twitter for Iphone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,chesapeake_bay_retriever,0.8379559999999999,True,labrador_retriever,0.0620342,True,weimaraner,0.0405991,True,70423,16074,Thu Jun 22 03:54:17 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/lsPyyAiF1r
877316821321428993,2017-06-21 00:06:44 +0000,Twitter for Iphone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc","https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,Dante,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,saluki,0.5099670000000001,True,italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,24549,4421,Wed Jun 21 00:06:44 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/tVXlmh3uX3
877201837425926144,2017-06-20 16:29:50 +0000,Twitter for Iphone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,pembroke,0.93112,True,cardigan,0.0686982,True,basenji,8.17379e-05,True,24211,4705,Tue Jun 20 16:29:50 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/kVwm88J6Yr
876838120628539392,2017-06-19 16:24:33 +0000,Twitter for Iphone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12,10,Ginger,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,0.575751,True,redbone,0.24097,True,tibetan_mastiff,0.0889348,True,18493,2845,Mon Jun 19 16:24:33 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/zuDk9mBEMO
876484053909872640,2017-06-18 16:57:37 +0000,Twitter for Iphone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,Benedict,,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,0.874566,True,irish_terrier,0.0373542,True,chow,0.0167235999999999,True,16806,2031,Sun Jun 18 16:57:37 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/ccBFQU5UWO
876120275196170240,2017-06-17 16:52:05 +0000,Twitter for Iphone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,Venti,,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,bernese_mountain_dog,0.534327,True,saint_bernard,0.346312,True,greater_swiss_mountain_dog,0.0949327,True,25056,3968,Sat Jun 17 16:52:05 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/9NqZV4WwyX
875747767867523072,2017-06-16 16:11:53 +0000,Twitter for Iphone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,Goose,,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,labrador_retriever,0.799551,True,chesapeake_bay_retriever,0.179975,True,vizsla,0.0046176,True,22483,3634,Fri Jun 16 16:11:53 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/XRwtpQiJ15
874680097055178752,2017-06-13 17:29:20 +0000,Twitter for Iphone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12,10,Cash,,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,labrador_retriever,0.836052,True,staffordshire_bullterrier,0.0470690999999999,True,beagle,0.0360071,True,24973,3983,Tue Jun 13 17:29:20 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/lZhtizkURD
874296783580663808,2017-06-12 16:06:11 +0000,Twitter for Iphone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13,10,Jed,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel,0.437216,True,miniature_poodle,0.2771909999999999,True,toy_poodle,0.157402,True,23347,3530,Mon Jun 12 16:06:11 +0000 2017,Twitter for iPhone,Original tweet,https://t.co/0YplNnSMEm
